8400 	 -1 	 -1.000000 	 -1.000000 	 -1.000000 
2377 	 2617 	 -4.000000 	 0.000000 	 0.000000 
2601 	 5769 	 4.000000 	 0.000000 	 -4.000000 
2375 	 2604 	 -4.000000 	 0.000000 	 4.000000 
2373 	 8581 	 0.000000 	 0.000000 	 0.000000 
1436 	 2373 	 0.000000 	 -4.000000 	 -4.000000 
1437 	 2373 	 0.000000 	 -4.000000 	 -4.000000 
2372 	 5309 	 -4.000000 	 4.000000 	 0.000000 
4385 	 5771 	 0.000000 	 0.000000 	 0.000000 
2377 	 3299 	 -4.000000 	 0.000000 	 0.000000 
2601 	 3298 	 0.000000 	 0.000000 	 -4.000000 
1347 	 5768 	 4.000000 	 0.000000 	 0.000000 
2373 	 5767 	 0.000000 	 0.000000 	 0.000000 
1347 	 6306 	 0.000000 	 0.000000 	 0.000000 
1349 	 5766 	 4.000000 	 0.000000 	 0.000000 
6059 	 7809 	 -4.000000 	 -4.000000 	 0.000000 
5309 	 5766 	 4.000000 	 -4.000000 	 0.000000 
4387 	 11049 	 -4.000000 	 0.000000 	 0.000000 
2598 	 2614 	 0.000000 	 0.000000 	 -4.000000 
3297 	 6306 	 0.000000 	 0.000000 	 0.000000 
2614 	 6308 	 0.000000 	 0.000000 	 0.000000 
3299 	 6308 	 0.000000 	 0.000000 	 0.000000 
5311 	 5886 	 0.000000 	 -4.000000 	 0.000000 
5767 	 7646 	 -4.000000 	 0.000000 	 4.000000 
5767 	 8229 	 -4.000000 	 0.000000 	 0.000000 
5885 	 6307 	 0.000000 	 0.000000 	 0.000000 
6305 	 11008 	 0.000000 	 0.000000 	 0.000000 
5884 	 6058 	 4.000000 	 4.000000 	 0.000000 
5377 	 5885 	 0.000000 	 0.000000 	 0.000000 
6058 	 7646 	 -4.000000 	 -4.000000 	 4.000000 
4386 	 7645 	 -4.000000 	 0.000000 	 4.000000 
2378 	 2602 	 -4.000000 	 0.000000 	 4.000000 
2374 	 3627 	 -4.000000 	 0.000000 	 0.000000 
1350 	 4242 	 0.000000 	 4.000000 	 0.000000 
5376 	 7643 	 0.000000 	 0.000000 	 4.000000 
1345 	 3298 	 0.000000 	 0.000000 	 0.000000 
1345 	 5377 	 0.000000 	 0.000000 	 0.000000 
2599 	 10857 	 0.000000 	 0.000000 	 0.000000 
3300 	 6305 	 0.000000 	 0.000000 	 0.000000 
4760 	 6306 	 0.000000 	 -4.000000 	 -4.000000 
6305 	 8232 	 0.000000 	 0.000000 	 0.000000 
3297 	 10857 	 0.000000 	 0.000000 	 4.000000 
6308 	 8234 	 0.000000 	 0.000000 	 0.000000 
6308 	 11009 	 0.000000 	 0.000000 	 0.000000 
4759 	 7645 	 0.000000 	 -4.000000 	 0.000000 
3300 	 5377 	 0.000000 	 0.000000 	 0.000000 
2613 	 5377 	 0.000000 	 0.000000 	 0.000000 
4386 	 5378 	 -4.000000 	 0.000000 	 0.000000 
4757 	 9718 	 0.000000 	 0.000000 	 -4.000000 
1344 	 9718 	 0.000000 	 4.000000 	 0.000000 
4850 	 6326 	 0.000000 	 0.000000 	 0.000000 
3305 	 10492 	 4.000000 	 0.000000 	 0.000000 
2879 	 3625 	 0.000000 	 -4.000000 	 0.000000 
2879 	 9714 	 0.000000 	 0.000000 	 0.000000 
4243 	 4848 	 0.000000 	 -4.000000 	 0.000000 
2220 	 3304 	 0.000000 	 -4.000000 	 -4.000000 
2220 	 4848 	 0.000000 	 -4.000000 	 -4.000000 
2697 	 4688 	 0.000000 	 0.000000 	 0.000000 
3969 	 9716 	 0.000000 	 4.000000 	 0.000000 
2695 	 4761 	 0.000000 	 4.000000 	 4.000000 
1999 	 3300 	 0.000000 	 0.000000 	 0.000000 
4761 	 8234 	 0.000000 	 -4.000000 	 -4.000000 
4761 	 11010 	 0.000000 	 -4.000000 	 -4.000000 
